Stock Index,Stock Price
AC3235,805.0333471726007
AC3236,252.04700396387855
AC3237,1561.3722783738394
AC3238,817.609606446663
AC3239,270.84763808060785
AC3240,361.6911604694416
AC3241,719.5970556627319
AC3242,882.6200701048973
AC3243,908.9567112420706
AC3244,1332.8258593701169
AC3245,304.1670818316818
AC3246,410.4959756011894
AC3247,784.9680536695191
AC3248,149.03453820108874
AC3249,133.56405036996196
AC3250,251.048849365572
AC3251,1811.0621269681358
AC3252,132.3560411710725
AC3253,292.8482545165623
AC3254,205.75641830292713
AC3255,998.9710242472426
AC3256,867.661577790833
AC3257,1488.4421098484622
AC3258,479.1687761174084
AC3259,270.11234919748915
AC3260,305.04210867151954
AC3261,114.23142548661217
AC3262,246.2096436350213
AC3263,378.55042205129996
AC3264,116.9910429202914
AC3265,1151.2969159467186
AC3266,873.1813540173815
AC3267,528.9915811146213
AC3268,765.772234669441
AC3269,401.50787556612363
AC3270,830.3624591330769
AC3271,82.4460243772449
AC3272,421.98596822668276
AC3273,866.2439160693826
AC3274,678.1078028763881
AC3275,580.5848480036502
AC3276,657.8493336918908
AC3277,922.4019505474897
AC3278,877.7803384460778
AC3279,190.3038100891203
AC3280,407.870307384845
AC3281,907.0042317132051
AC3282,128.6244101732654
AC3283,805.696929811448
AC3284,791.6104666200043
AC3285,103.78282783570852
AC3286,873.8380013266552
AC3287,196.03046689665868
AC3288,182.6425662970956
AC3289,155.79598062710605
AC3290,189.1749688105116
AC3291,188.30786136579562
AC3292,87.74594374013543
AC3293,490.4420689422184
AC3294,185.5843509669155
AC3295,555.035264175131
AC3296,97.47554668695368
AC3297,608.5161697574007
AC3298,798.2174388352277
AC3299,101.45083424878894
AC3300,85.84676743887832
AC3301,828.5008997265608
AC3302,130.2199612358245
AC3303,1257.205365341487
AC3304,35.25497305655632
AC3305,266.59267058220297
AC3306,160.7516701547171
AC3307,31.373910012580883
AC3308,128.78066119160383
AC3309,262.58441857100394
AC3310,806.4178411785371
AC3311,1098.5546407263869
AC3312,873.5159945363863
AC3313,31.320806194850366
AC3314,77.5999667100106
AC3315,118.6720600908132
AC3316,406.4087065139731
AC3317,986.2249372522466
AC3318,547.8948455312083
AC3319,1201.1106856380957
AC3320,25.96740089761717
AC3321,101.80691179483472
AC3322,92.69957972253283
AC3323,881.2192133210528
AC3324,81.68594534088997
AC3325,258.90498904202104
AC3326,388.9764087199825
AC3327,84.0028064795651
AC3328,88.98035776890194
AC3329,704.222043524567
AC3330,899.1392895754809
AC3331,235.93188694665267
AC3332,773.9622363398809
AC3333,1442.4038528853512
AC3334,305.98509082831674
AC3335,624.8848295738711
AC3336,141.81698574201673
AC3337,624.0121757724016
AC3338,1739.9974727275203
AC3339,818.2827941728312
AC3340,77.96377304677381
AC3341,1230.9330622897658
AC3342,1208.2519017665732
AC3343,279.515864605869
AC3344,97.33591445279109
AC3345,213.76815601861307
AC3346,83.28177738950566
AC3347,291.070643652906
AC3348,662.9872378053115
AC3349,498.3949198104032
AC3350,116.32312167368218
AC3351,767.9706735099212
AC3352,54.07326260259037
AC3353,388.7259038346717
AC3354,259.1379482257756
AC3355,617.2585117312882
AC3356,229.84636396826798
AC3357,634.4803288822272
AC3358,1602.6214000787297
AC3359,1315.213551436679
AC3360,1177.334673701922
AC3361,231.67020824125228
AC3362,358.4317147499419
AC3363,485.80713818379695
AC3364,399.10739985794817
AC3365,100.65745086614216
AC3366,348.68199191151126
AC3367,253.79769571523724
AC3368,808.4775757001787
AC3369,302.6858079901964
AC3370,571.323194408866
AC3371,383.8221149541875
AC3372,472.9916170537918
AC3373,253.6496131701863
AC3374,342.7581138783121
AC3375,1080.2476208825167
AC3376,439.5628446047009
AC3377,191.7261202573092
AC3378,376.5857172527718
AC3379,623.4866597220307
AC3380,150.4726277565415
AC3381,408.8047219123431
AC3382,590.7588538769323
AC3383,144.18024483727274
AC3384,232.9257453533646
AC3385,245.31767018371994
AC3386,111.65451610916402
AC3387,279.21347846009155
AC3388,1644.514336166731
AC3389,258.62955667072595
AC3390,249.02391875911024
AC3391,826.1565407060532
AC3392,631.4032366085972
AC3393,449.345501944637
AC3394,513.8733551760677
AC3395,1465.3967110377482
AC3396,51.33898614654738
AC3397,679.1543040275815
AC3398,418.5087482998255
AC3399,68.68733088397997
AC3400,179.8943618700214
AC3401,131.7034036672702
AC3402,473.1931229875208
AC3403,288.15842294703106
AC3404,85.21229717520991
AC3405,114.1289118983672
AC3406,288.06772717178586
AC3407,169.1928896130109
AC3408,695.7592492489998
AC3409,1225.7550576734254
AC3410,945.8644396119863
AC3411,993.9085282713313
AC3412,1518.0992511119575
